,회차,토픽,파일명
739,12회차,컴퓨터,자연과학분야 화학세션T1Paracetamol이 가재의 활동에 미치는 영향에 대docx
740,12회차,경제,자연과학분야 화학세션T1폐자재를 재활용하여 만든 생분해성 플라스틱docx
741,12회차,외교,Global Session Natural Sciences and EngineeringT2Designing an Intracellular Antdocx
742,12회차,외교,공학분야 전기전자 및 기계공학세션T2A Whole New World Full of Greedocx
743,12회차,외교,사회과학분야 경제학세션T2공유경제 측면에서 바라본 학교 밖 청소년 문제 해결방안docx
744,12회차,물리학,사회과학분야 사회학세션T2제주 인구 및 관광객 증가로 인한 환경파괴에 대한 분석docx
745,12회차,생물학,사회혁신활동T2티셔츠를 통한 일상생활속 사회공헌 docx
746,12회차,경제,생명과학분야 생물학세션T2간 조직의 냉동보존cryopreservation에서docx
747,12회차,외교,자연과학분야 수학세션T2A statistical learningbased adocx
748,12회차,경제,자연과학분야 화학세션T2Hydrogel 속 Lisegang Band의 형성에 docx
749,12회차,경제,자연과학분야 화학세션T2스프레이를 이용한 투명한 발수 표면 구현  간편함과 docx
750,12회차,문화,창업활동T2Breathe Innovation Towards a docx
751,12회차,생물학,창업활동T2멸종 위기종 인식개선을 위한 디바이스 액세서리 제작 및docx
752,12회차,컴퓨터,멀티 홀로그래피  영화의 한 장면이 우리의 현실이 될 수 있을까 
753,12회차,마케팅,능주고등학교 학생들의 편의를 위한 챗봇의 효율적 개발 및 활용 방안에 관한 탐구  DanbeeAi 플랫폼과 Javascript를 활용 
754,12회차,교육,  빅데이터의 발전과 천문학
755,12회차,생물학,도쿄에서 이동 경비 최적화 연구  관광객의 대중교통 이동 중심으로 
756,12회차,교육,제목 게임은 질병이 아니라 취미입니다 즐거운 문화가 있는 게임은 마약과 다르다
757,12회차,화학,한국의 동성혼 법제화와 생활 동반자법의 전망  세계의 동성혼과 동성 파트너십 양상을 중심으로 
758,12회차,외교,한국 영어 사교육 시장의  한국인 입양인 차별
759,12회차,외교,우리나라 청소년 우울증 원인분석         가정과 학교 중심   가정과 학교 생활이 청소년 우울증에 끼치는 영향
760,12회차,생물학,유행이 돌고 도는 이유에 대한 연구 복고를 찾는 사람들의 심리
761,12회차,외교,글의 특징과 신뢰성 판단 간의 상관관계  신뢰성 판단이 사회에 미치는 영향을 중심으로
762,12회차,화학,뉴 미디어가 민주주의 사회에 제기하는 문제 연구 
763,12회차,화학,옐로우저널리즘에 대한 고찰  언론의 바람직한 방향성 
764,12회차,물리학,남북중일을 중심으로 한 동아시아경제연합EAEU의 구축 가능성에 대한 전망 2019년   7월
765,12회차,경제,박테리오파지를 통한 반려동물의 인수공통감염병 적용 가능성 탐구  인수공통감염병에 대한 박테리오파지와 항생제의 작용 비교 
